group,team,player_name,position_group,source
I,Iraque,Aimar Sher,Midfielder,SillySeason Apr 1 2026
I,Iraque,Amir Al-Ammari,Midfielder,SillySeason Apr 1 2026
I,Iraque,Hasan Abdulkareem,Midfielder,SillySeason Apr 1 2026
I,Iraque,Ibrahim Bayesh,Midfielder,SillySeason Apr 1 2026
I,Iraque,Kevin Yakob,Midfielder,SillySeason Apr 1 2026
I,Iraque,Marko Farji,Midfielder,SillySeason Apr 1 2026
I,Iraque,Peter Gwargis,Midfielder,SillySeason Apr 1 2026
I,Iraque,Youssef Amyn,Midfielder,SillySeason Apr 1 2026
I,Iraque,Zaid Ismail,Midfielder,SillySeason Apr 1 2026
I,Iraque,Zidane Iqbal,Midfielder,SillySeason Apr 1 2026
I,Noruega,David Møller Wolfe,Defender,SillySeason Apr 1 2026
I,Noruega,Fredrik André Bjørkan,Defender,SillySeason Apr 1 2026
I,Noruega,Julian Ryerson,Defender,SillySeason Apr 1 2026
I,Noruega,Kristoffer Ajer,Defender,SillySeason Apr 1 2026
I,Noruega,Leo Skiri Østigård,Defender,SillySeason Apr 1 2026
I,Noruega,Marcus Holmgren Pedersen,Defender,SillySeason Apr 1 2026
I,Noruega,Sondre Langås,Defender,SillySeason Apr 1 2026
I,Noruega,Torbjørn Heggem,Defender,SillySeason Apr 1 2026
I,Noruega,Alexander Sørloth,Forward,SillySeason Apr 1 2026
I,Noruega,Andreas Schjelderup,Forward,SillySeason Apr 1 2026
I,Noruega,Erling Haaland,Forward,SillySeason Apr 1 2026
I,Noruega,Jørgen Strand Larsen,Forward,SillySeason Apr 1 2026
I,Noruega,Mathias Dyngeland,Goalkeeper,SillySeason Apr 1 2026
I,Noruega,Sander Tangvik,Goalkeeper,SillySeason Apr 1 2026
I,Noruega,Ørjan Nyland,Goalkeeper,SillySeason Apr 1 2026
I,Noruega,Antonio Nusa,Midfielder,SillySeason Apr 1 2026
I,Noruega,Aron Dønnum,Midfielder,SillySeason Apr 1 2026
I,Noruega,Kristian Arnstad,Midfielder,SillySeason Apr 1 2026
I,Noruega,Kristian Thorstvedt,Midfielder,SillySeason Apr 1 2026
I,Noruega,Morten Thorsby,Midfielder,SillySeason Apr 1 2026
I,Noruega,Oscar Bobb,Midfielder,SillySeason Apr 1 2026
I,Noruega,Patrick Berg,Midfielder,SillySeason Apr 1 2026
I,Noruega,Sander Berge,Midfielder,SillySeason Apr 1 2026
I,Noruega,Thelo Aasgaard,Midfielder,SillySeason Apr 1 2026
I,Senegal,Abdoulaye Seck,Defender,SillySeason Apr 1 2026
I,Senegal,Antoine Mendy,Defender,SillySeason Apr 1 2026
I,Senegal,El Hadji Malick Diouf,Defender,SillySeason Apr 1 2026
I,Senegal,Ilay Camara,Defender,SillySeason Apr 1 2026
I,Senegal,Ismail Jakobs,Defender,SillySeason Apr 1 2026
I,Senegal,Kalidou Koulibaly,Defender,SillySeason Apr 1 2026
I,Senegal,Mamadou Sarr,Defender,SillySeason Apr 1 2026
I,Senegal,Moussa Niakhaté,Defender,SillySeason Apr 1 2026
I,Senegal,Assane Diao,Forward,SillySeason Apr 1 2026
I,Senegal,Boulaye Dia,Forward,SillySeason Apr 1 2026
I,Senegal,Cheikh Sabaly,Forward,SillySeason Apr 1 2026
I,Senegal,Chérif Ndiaye,Forward,SillySeason Apr 1 2026
I,Senegal,Habib Diallo,Forward,SillySeason Apr 1 2026
I,Senegal,Ibrahim Mbaye,Forward,SillySeason Apr 1 2026
I,Senegal,Iliman Ndiaye,Forward,SillySeason Apr 1 2026
I,Senegal,Ismaïla Sarr,Forward,SillySeason Apr 1 2026
I,Senegal,Nicolas Jackson,Forward,SillySeason Apr 1 2026
I,Senegal,Sadio Mané,Forward,SillySeason Apr 1 2026
I,Senegal,Edouard Mendy,Goalkeeper,SillySeason Apr 1 2026
I,Senegal,Mory Diaw,Goalkeeper,SillySeason Apr 1 2026
I,Senegal,Yehvann Diouf,Goalkeeper,SillySeason Apr 1 2026
I,Senegal,Idrissa Gueye,Midfielder,SillySeason Apr 1 2026
I,Senegal,Lamine Camara,Midfielder,SillySeason Apr 1 2026
I,Senegal,Pape Gueye,Midfielder,SillySeason Apr 1 2026
I,Senegal,Pape Matar Sarr,Midfielder,SillySeason Apr 1 2026
I,Senegal,Pathé Ciss,Midfielder,SillySeason Apr 1 2026
I,Senegal,Rassoul Ndiaye,Midfielder,SillySeason Apr 1 2026
J,Argentina,Cristian Romero,Defender,SillySeason Apr 1 2026
J,Argentina,Juan Foyth,Defender,SillySeason Apr 1 2026
J,Argentina,Kevin Mac Allister,Defender,SillySeason Apr 1 2026
J,Argentina,Marcos Senesi,Defender,SillySeason Apr 1 2026
J,Argentina,Nicolás Otamendi,Defender,SillySeason Apr 1 2026
J,Argentina,Nicolás Tagliafico,Defender,SillySeason Apr 1 2026
J,Argentina,Valentín Barco,Defender,SillySeason Apr 1 2026
J,Argentina,Gianluca Prestianni,Forward,SillySeason Apr 1 2026
J,Argentina,Joaquín Panichelli,Forward,SillySeason Apr 1 2026
J,Argentina,José Manuel López,Forward,SillySeason Apr 1 2026
J,Argentina,Lautaro Martínez,Forward,SillySeason Apr 1 2026
J,Argentina,Lionel Messi,Forward,SillySeason Apr 1 2026
J,Argentina,Nicolás González,Forward,SillySeason Apr 1 2026
J,Argentina,Gerónimo Rulli,Goalkeeper,SillySeason Apr 1 2026
J,Argentina,Walter Benítez,Goalkeeper,SillySeason Apr 1 2026
J,Argentina,Alexis Mac Allister,Midfielder,SillySeason Apr 1 2026
J,Argentina,Emiliano Buendía,Midfielder,SillySeason Apr 1 2026
J,Argentina,Giovani Lo Celso,Midfielder,SillySeason Apr 1 2026
J,Argentina,Leandro Paredes,Midfielder,SillySeason Apr 1 2026
J,Argentina,Máximo Perrone,Midfielder,SillySeason Apr 1 2026
J,Argentina,Nico Paz,Midfielder,SillySeason Apr 1 2026
J,Argentina,Rodrigo De Paul,Midfielder,SillySeason Apr 1 2026
J,Argentina,Thiago Almada,Midfielder,SillySeason Apr 1 2026
J,Argélia,Abdelkader Bedrane,Defender,SillySeason Apr 1 2026
J,Argélia,Achref Abada,Defender,SillySeason Apr 1 2026
J,Argélia,Houari Baouche,Defender,SillySeason Apr 1 2026
J,Argélia,Mohamed Amine Tougai,Defender,SillySeason Apr 1 2026
J,Argélia,Naoufel Khacef,Defender,SillySeason Apr 1 2026
J,Argélia,Reda Benchaa,Defender,SillySeason Apr 1 2026
J,Argélia,Reda Halaïmia,Defender,SillySeason Apr 1 2026
J,Argélia,Youcef Atal,Defender,SillySeason Apr 1 2026
J,Argélia,Adam Ounas,Forward,SillySeason Apr 1 2026
J,Argélia,Adil Boulbina,Forward,SillySeason Apr 1 2026
J,Argélia,Amir Sayoud,Forward,SillySeason Apr 1 2026
J,Argélia,Islam Slimani,Forward,SillySeason Apr 1 2026
J,Argélia,Rafik Guitane,Forward,SillySeason Apr 1 2026
J,Argélia,Redouane Berkane,Forward,SillySeason Apr 1 2026
J,Argélia,Yacine Brahimi,Forward,SillySeason Apr 1 2026
J,Argélia,Yassine Benzia,Forward,SillySeason Apr 1 2026
J,Argélia,Farid Chaâl,Goalkeeper,SillySeason Apr 1 2026
J,Argélia,Mohamed Idir Hadid,Goalkeeper,SillySeason Apr 1 2026
J,Argélia,Rayane Yesli,Goalkeeper,SillySeason Apr 1 2026
J,Argélia,Houssem Eddine Mrezigue,Midfielder,SillySeason Apr 1 2026
J,Argélia,Sofiane Bendebka,Midfielder,SillySeason Apr 1 2026
J,Argélia,Victor Lekhal,Midfielder,SillySeason Apr 1 2026
J,Argélia,Zakaria Draoui,Midfielder,SillySeason Apr 1 2026
J,Jordânia,Abdallah Nasib,Defender,SillySeason Apr 1 2026
J,Jordânia,Adham Al-Quraishi,Defender,SillySeason Apr 1 2026
J,Jordânia,Ali Hajabi,Defender,SillySeason Apr 1 2026
J,Jordânia,Hadi Al-Hourani,Defender,SillySeason Apr 1 2026
J,Jordânia,Husam Abu Dahab,Defender,SillySeason Apr 1 2026
J,Jordânia,Issam Smeeri,Defender,SillySeason Apr 1 2026
J,Jordânia,Mohammad Abu Hashish,Defender,SillySeason Apr 1 2026
J,Jordânia,Mohannad Abu Taha,Defender,SillySeason Apr 1 2026
J,Jordânia,Saed Al-Rosan,Defender,SillySeason Apr 1 2026
J,Jordânia,Salim Obaid,Defender,SillySeason Apr 1 2026
J,Jordânia,Ahmad Ersan,Forward,SillySeason Apr 1 2026
J,Jordânia,Ali Olwan,Forward,SillySeason Apr 1 2026
J,Jordânia,Mahmoud Al-Mardi,Forward,SillySeason Apr 1 2026
J,Jordânia,Mohammad Abu Zrayq,Forward,SillySeason Apr 1 2026
J,Jordânia,Odeh Al-Fakhouri,Forward,SillySeason Apr 1 2026
J,Jordânia,Yazan Al-Naimat,Forward,SillySeason Apr 1 2026
J,Jordânia,Malek Shalabiya,Goalkeeper,SillySeason Apr 1 2026
J,Jordânia,Nour Bani Attiah,Goalkeeper,SillySeason Apr 1 2026
J,Jordânia,Yazeed Abulaila,Goalkeeper,SillySeason Apr 1 2026
J,Jordânia,Amer Jamous,Midfielder,SillySeason Apr 1 2026
J,Jordânia,Ibrahim Sadeh,Midfielder,SillySeason Apr 1 2026
J,Jordânia,Nizar Al-Rashdan,Midfielder,SillySeason Apr 1 2026
J,Jordânia,Rajaei Ayed,Midfielder,SillySeason Apr 1 2026
J,Áustria,Alexander Prass,Defender,SillySeason Apr 1 2026
J,Áustria,David Alaba,Defender,SillySeason Apr 1 2026
J,Áustria,Kevin Danso,Defender,SillySeason Apr 1 2026
J,Áustria,Leopold Querfeld,Defender,SillySeason Apr 1 2026
J,Áustria,Marco Friedl,Defender,SillySeason Apr 1 2026
J,Áustria,Philipp Lienhart,Defender,SillySeason Apr 1 2026
J,Áustria,Phillipp Mwene,Defender,SillySeason Apr 1 2026
J,Áustria,Stefan Posch,Defender,SillySeason Apr 1 2026
J,Áustria,Marko Arnautović,Forward,SillySeason Apr 1 2026
J,Áustria,Michael Gregoritsch,Forward,SillySeason Apr 1 2026
J,Áustria,Nikolaus Wurmbrand,Forward,SillySeason Apr 1 2026
J,Áustria,Raul Florucz,Forward,SillySeason Apr 1 2026
J,Áustria,Alexander Schlager,Goalkeeper,SillySeason Apr 1 2026
J,Áustria,Nicolas Kristof,Goalkeeper,SillySeason Apr 1 2026
J,Áustria,Nikolas Polster,Goalkeeper,SillySeason Apr 1 2026
J,Áustria,Patrick Pentz,Goalkeeper,SillySeason Apr 1 2026
J,Áustria,Alessandro Schöpf,Midfielder,SillySeason Apr 1 2026
J,Áustria,Christoph Baumgartner,Midfielder,SillySeason Apr 1 2026
J,Áustria,Florian Grillitsch,Midfielder,SillySeason Apr 1 2026
J,Áustria,Konrad Laimer,Midfielder,SillySeason Apr 1 2026
J,Áustria,Marcel Sabitzer,Midfielder,SillySeason Apr 1 2026
J,Áustria,Marco Grüll,Midfielder,SillySeason Apr 1 2026
J,Áustria,Nicolas Seiwald,Midfielder,SillySeason Apr 1 2026
J,Áustria,Patrick Wimmer,Midfielder,SillySeason Apr 1 2026
J,Áustria,Romano Schmid,Midfielder,SillySeason Apr 1 2026
J,Áustria,Xaver Schlager,Midfielder,SillySeason Apr 1 2026
K,Colômbia,Carlos Cuesta,Defender,SillySeason Apr 1 2026
K,Colômbia,Daniel Muñoz,Defender,SillySeason Apr 1 2026
K,Colômbia,Davinson Sánchez,Defender,SillySeason Apr 1 2026
K,Colômbia,Jhon Lucumí,Defender,SillySeason Apr 1 2026
K,Colômbia,Johan Mojica,Defender,SillySeason Apr 1 2026
K,Colômbia,Santiago Arias,Defender,SillySeason Apr 1 2026
K,Colômbia,Yerry Mina,Defender,SillySeason Apr 1 2026
K,Colômbia,Álvaro Angulo,Defender,SillySeason Apr 1 2026
K,Colômbia,Andrés Gómez,Forward,SillySeason Apr 1 2026
K,Colômbia,Jhon Córdoba,Forward,SillySeason Apr 1 2026
K,Colômbia,Johan Carbonero,Forward,SillySeason Apr 1 2026
K,Colômbia,Luis Díaz,Forward,SillySeason Apr 1 2026
K,Colômbia,Luis Suárez,Forward,SillySeason Apr 1 2026
K,Colômbia,Rafael Santos Borré,Forward,SillySeason Apr 1 2026
K,Colômbia,Camilo Vargas,Goalkeeper,SillySeason Apr 1 2026
K,Colômbia,David Ospina,Goalkeeper,SillySeason Apr 1 2026
K,Colômbia,Álvaro Montero,Goalkeeper,SillySeason Apr 1 2026
K,Colômbia,Gustavo Puerta,Midfielder,SillySeason Apr 1 2026
K,Colômbia,James Rodríguez,Midfielder,SillySeason Apr 1 2026
K,Colômbia,Jefferson Lerma,Midfielder,SillySeason Apr 1 2026
K,Colômbia,Jhon Arias,Midfielder,SillySeason Apr 1 2026
K,Colômbia,Jorge Carrascal,Midfielder,SillySeason Apr 1 2026
K,Colômbia,Juan Portilla,Midfielder,SillySeason Apr 1 2026
K,Colômbia,Kevin Castaño,Midfielder,SillySeason Apr 1 2026
K,Colômbia,Richard Ríos,Midfielder,SillySeason Apr 1 2026
K,Colômbia,Yaser Asprilla,Midfielder,SillySeason Apr 1 2026
K,Portugal,António Silva,Defender,SillySeason Apr 1 2026
K,Portugal,Diogo Dalot,Defender,SillySeason Apr 1 2026
K,Portugal,Gonçalo Inácio,Defender,SillySeason Apr 1 2026
K,Portugal,João Cancelo,Defender,SillySeason Apr 1 2026
K,Portugal,Nélson Semedo,Defender,SillySeason Apr 1 2026
K,Portugal,Renato Veiga,Defender,SillySeason Apr 1 2026
K,Portugal,Rúben Dias,Defender,SillySeason Apr 1 2026
K,Portugal,Carlos Forbs,Forward,SillySeason Apr 1 2026
K,Portugal,Cristiano Ronaldo,Forward,SillySeason Apr 1 2026
K,Portugal,Francisco Conceição,Forward,SillySeason Apr 1 2026
K,Portugal,Francisco Trincão,Forward,SillySeason Apr 1 2026
K,Portugal,Gonçalo Ramos,Forward,SillySeason Apr 1 2026
K,Portugal,João Félix,Forward,SillySeason Apr 1 2026
K,Portugal,Rafael Leão,Forward,SillySeason Apr 1 2026
K,Portugal,Diogo Costa,Goalkeeper,SillySeason Apr 1 2026
K,Portugal,José Sá,Goalkeeper,SillySeason Apr 1 2026
K,Portugal,Rui Silva,Goalkeeper,SillySeason Apr 1 2026
K,Portugal,Bernardo Silva,Midfielder,SillySeason Apr 1 2026
K,Portugal,Bruno Fernandes,Midfielder,SillySeason Apr 1 2026
K,Portugal,João Neves,Midfielder,SillySeason Apr 1 2026
K,Portugal,João Palhinha,Midfielder,SillySeason Apr 1 2026
K,Portugal,Matheus Nunes,Midfielder,SillySeason Apr 1 2026
K,Portugal,Rúben Neves,Midfielder,SillySeason Apr 1 2026
K,Portugal,Vitinha,Midfielder,SillySeason Apr 1 2026
K,RD Congo,Aaron Wan-Bissaka,Defender,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Arthur Masuaku,Defender,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Axel Tuanzebe,Defender,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Chancel Mbemba,Defender,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Dylan Batubinsika,Defender,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Jeremy Ngakia,Defender,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Joris Kayembe,Defender,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Rocky Bushiri,Defender,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Steve Kapuadi,Defender,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Cedric Bakambu,Forward,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Fiston Mayele,Forward,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Simon Banza,Forward,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Yoane Wissa,Forward,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Lionel Mpasi-Nzau,Goalkeeper,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Mathieu Epolo,Goalkeeper,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Timothé Fayulu,Goalkeeper,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Brian Silbenga,Midfielder,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Charles Pickel,Midfielder,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Edo Kayembe,Midfielder,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Grady Diangana,Midfielder,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Meschack Elia,Midfielder,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Nathanael Mbuku,Midfielder,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Ngala Mukaou,Midfielder,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Noah Sadiki,Midfielder,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Samuel Moutoussamy,Midfielder,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,RD Congo,Theo Bongonda,Midfielder,AfricanFootball Mar 12 2026 playoff squad / Mar 2026 return note
K,Uzbequistão,Abdukodir Khusanov,Defender,SillySeason Apr 1 2026
K,Uzbequistão,Abdulla Abdullaev,Defender,SillySeason Apr 1 2026
K,Uzbequistão,Farrukh Sayfiev,Defender,SillySeason Apr 1 2026
K,Uzbequistão,Husniddin Aliqulov,Defender,SillySeason Apr 1 2026
K,Uzbequistão,Khojiakbar Alijonov,Defender,SillySeason Apr 1 2026
K,Uzbequistão,Mukhammadkodir Khamraliev,Defender,SillySeason Apr 1 2026
K,Uzbequistão,Rustam Ashurmatov,Defender,SillySeason Apr 1 2026
K,Uzbequistão,Sherzod Nasrullaev,Defender,SillySeason Apr 1 2026
K,Uzbequistão,Umar Eshmurodov,Defender,SillySeason Apr 1 2026
K,Uzbequistão,Eldor Shomurodov,Forward,SillySeason Apr 1 2026
K,Uzbequistão,Igor Sergeev,Forward,SillySeason Apr 1 2026
K,Uzbequistão,Khusayin Norchaev,Forward,SillySeason Apr 1 2026
K,Uzbequistão,Abduvohid Nematov,Goalkeeper,SillySeason Apr 1 2026
K,Uzbequistão,Botirali Ergashev,Goalkeeper,SillySeason Apr 1 2026
K,Uzbequistão,Vladimir Nazarov,Goalkeeper,SillySeason Apr 1 2026
K,Uzbequistão,Akmal Mozgovoy,Midfielder,SillySeason Apr 1 2026
K,Uzbequistão,Azizbek Turgunboev,Midfielder,SillySeason Apr 1 2026
K,Uzbequistão,Azizjon Ganiev,Midfielder,SillySeason Apr 1 2026
K,Uzbequistão,Dostonbek Khamdamov,Midfielder,SillySeason Apr 1 2026
K,Uzbequistão,Jamshid Iskanderov,Midfielder,SillySeason Apr 1 2026
K,Uzbequistão,Khojimat Erkinov,Midfielder,SillySeason Apr 1 2026
K,Uzbequistão,Odiljon Hamrobekov,Midfielder,SillySeason Apr 1 2026
K,Uzbequistão,Oston Urunov,Midfielder,SillySeason Apr 1 2026
K,Uzbequistão,Otabek Shukurov,Midfielder,SillySeason Apr 1 2026
K,Uzbequistão,Ruslanbek Jiyanov,Midfielder,SillySeason Apr 1 2026
K,Uzbequistão,Sardorbek Bakhromov,Midfielder,SillySeason Apr 1 2026
L,Croácia,Duje Ćaleta-Car,Defender,SillySeason Apr 1 2026
L,Croácia,Josip Stanišić,Defender,SillySeason Apr 1 2026
L,Croácia,Josip Šutalo,Defender,SillySeason Apr 1 2026
L,Croácia,Joško Gvardiol,Defender,SillySeason Apr 1 2026
L,Croácia,Luka Vušković,Defender,SillySeason Apr 1 2026
L,Croácia,Marin Pongračić,Defender,SillySeason Apr 1 2026
L,Croácia,Martin Erlić,Defender,SillySeason Apr 1 2026
L,Croácia,Andrej Kramarić,Forward,SillySeason Apr 1 2026
L,Croácia,Franjo Ivanović,Forward,SillySeason Apr 1 2026
L,Croácia,Igor Matanović,Forward,SillySeason Apr 1 2026
L,Croácia,Ivan Perišić,Forward,SillySeason Apr 1 2026
L,Croácia,Marco Pašalić,Forward,SillySeason Apr 1 2026
L,Croácia,Mislav Oršić,Forward,SillySeason Apr 1 2026
L,Croácia,Petar Musa,Forward,SillySeason Apr 1 2026
L,Croácia,Dominik Livaković,Goalkeeper,SillySeason Apr 1 2026
L,Croácia,Ivica Ivušić,Goalkeeper,SillySeason Apr 1 2026
L,Croácia,Ivor Pandur,Goalkeeper,SillySeason Apr 1 2026
L,Croácia,Kristijan Jakić,Midfielder,SillySeason Apr 1 2026
L,Croácia,Luka Modrić,Midfielder,SillySeason Apr 1 2026
L,Croácia,Mario Pašalić,Midfielder,SillySeason Apr 1 2026
L,Croácia,Nikola Moro,Midfielder,SillySeason Apr 1 2026
L,Croácia,Nikola Vlašić,Midfielder,SillySeason Apr 1 2026
L,Croácia,Petar Sučić,Midfielder,SillySeason Apr 1 2026
L,Croácia,Toni Fruk,Midfielder,SillySeason Apr 1 2026
L,Gana,Alidu Seidu,Defender,SillySeason Apr 1 2026
L,Gana,Caleb Yirenkyi,Defender,SillySeason Apr 1 2026
L,Gana,Derrick Köhn,Defender,SillySeason Apr 1 2026
L,Gana,Ebenezer Annan,Defender,SillySeason Apr 1 2026
L,Gana,Gideon Mensah,Defender,SillySeason Apr 1 2026
L,Gana,Jerome Opoku,Defender,SillySeason Apr 1 2026
L,Gana,Jonas Adjetey,Defender,SillySeason Apr 1 2026
L,Gana,Kojo Peprah Oppong,Defender,SillySeason Apr 1 2026
L,Gana,Mohammed Salisu,Defender,SillySeason Apr 1 2026
L,Gana,Antoine Semenyo,Forward,SillySeason Apr 1 2026
L,Gana,Brandon Thomas-Asante,Forward,SillySeason Apr 1 2026
L,Gana,Prince Osei Owusu,Forward,SillySeason Apr 1 2026
L,Gana,Benjamin Asare,Goalkeeper,SillySeason Apr 1 2026
L,Gana,Joseph Anang,Goalkeeper,SillySeason Apr 1 2026
L,Gana,Lawrence Ati-Zigi,Goalkeeper,SillySeason Apr 1 2026
L,Gana,Abu Francis,Midfielder,SillySeason Apr 1 2026
L,Gana,Christopher Bonsu Baah,Midfielder,SillySeason Apr 1 2026
L,Gana,Kamaldeen Sulemana,Midfielder,SillySeason Apr 1 2026
L,Gana,Kelvin Nkrumah,Midfielder,SillySeason Apr 1 2026
L,Gana,Kwasi Sibo,Midfielder,SillySeason Apr 1 2026
L,Gana,Prince Kwabena Adu,Midfielder,SillySeason Apr 1 2026
L,Gana,Prince Owusu,Midfielder,SillySeason Apr 1 2026
L,Inglaterra,Dan Burn,Defender,SillySeason Apr 1 2026
L,Inglaterra,Djed Spence,Defender,SillySeason Apr 1 2026
L,Inglaterra,Ezri Konsa,Defender,SillySeason Apr 1 2026
L,Inglaterra,Jarell Quansah,Defender,SillySeason Apr 1 2026
L,Inglaterra,John Stones,Defender,SillySeason Apr 1 2026
L,Inglaterra,Marc Guéhi,Defender,SillySeason Apr 1 2026
L,Inglaterra,Nico O’Reilly,Defender,SillySeason Apr 1 2026
L,Inglaterra,Reece James,Defender,SillySeason Apr 1 2026
L,Inglaterra,Anthony Gordon,Forward,SillySeason Apr 1 2026
L,Inglaterra,Bukayo Saka,Forward,SillySeason Apr 1 2026
L,Inglaterra,Eberechi Eze,Forward,SillySeason Apr 1 2026
L,Inglaterra,Harry Kane,Forward,SillySeason Apr 1 2026
L,Inglaterra,Jarrod Bowen,Forward,SillySeason Apr 1 2026
L,Inglaterra,Marcus Rashford,Forward,SillySeason Apr 1 2026
L,Inglaterra,Dean Henderson,Goalkeeper,SillySeason Apr 1 2026
L,Inglaterra,Jordan Pickford,Goalkeeper,SillySeason Apr 1 2026
L,Inglaterra,Nick Pope,Goalkeeper,SillySeason Apr 1 2026
L,Inglaterra,Adam Wharton,Midfielder,SillySeason Apr 1 2026
L,Inglaterra,Alex Scott,Midfielder,SillySeason Apr 1 2026
L,Inglaterra,Declan Rice,Midfielder,SillySeason Apr 1 2026
L,Inglaterra,Elliot Anderson,Midfielder,SillySeason Apr 1 2026
L,Inglaterra,Jordan Henderson,Midfielder,SillySeason Apr 1 2026
L,Inglaterra,Jude Bellingham,Midfielder,SillySeason Apr 1 2026
L,Inglaterra,Morgan Rogers,Midfielder,SillySeason Apr 1 2026
L,Panamá,Andrés Andrade,Defender,SillySeason Apr 1 2026
L,Panamá,Carlos Harvey,Defender,SillySeason Apr 1 2026
L,Panamá,César Blackman,Defender,SillySeason Apr 1 2026
L,Panamá,Edgardo Fariña,Defender,SillySeason Apr 1 2026
L,Panamá,Fidel Escobar,Defender,SillySeason Apr 1 2026
L,Panamá,Iván Anderson,Defender,SillySeason Apr 1 2026
L,Panamá,Jiovany Ramos,Defender,SillySeason Apr 1 2026
L,Panamá,Jorge Gutiérrez,Defender,SillySeason Apr 1 2026
L,Panamá,Éric Davis,Defender,SillySeason Apr 1 2026
L,Panamá,Cecilio Waterman,Forward,SillySeason Apr 1 2026
L,Panamá,José Fajardo,Forward,SillySeason Apr 1 2026
L,Panamá,Tomás Rodríguez,Forward,SillySeason Apr 1 2026
L,Panamá,César Samudio,Goalkeeper,SillySeason Apr 1 2026
L,Panamá,Luis Mejía,Goalkeeper,SillySeason Apr 1 2026
L,Panamá,Orlando Mosquera,Goalkeeper,SillySeason Apr 1 2026
L,Panamá,Adalberto Carrasquilla,Midfielder,SillySeason Apr 1 2026
L,Panamá,Alberto Quintero,Midfielder,SillySeason Apr 1 2026
L,Panamá,Aníbal Godoy,Midfielder,SillySeason Apr 1 2026
L,Panamá,Azarias Londoño,Midfielder,SillySeason Apr 1 2026
L,Panamá,Cristian Martínez,Midfielder,SillySeason Apr 1 2026
L,Panamá,Edward Cedeño,Midfielder,SillySeason Apr 1 2026
L,Panamá,Ismael Díaz,Midfielder,SillySeason Apr 1 2026
L,Panamá,José Rodríguez,Midfielder,SillySeason Apr 1 2026
L,Panamá,Jovani Welch,Midfielder,SillySeason Apr 1 2026
L,Panamá,Omar Browne,Midfielder,SillySeason Apr 1 2026
